kind,id,key,text,status,existing_size,generated_size
phrase,945,0790_mi_estas_katoliko,Mi estas katoliko,ok,88604,88604
phrase,946,0791_cxu_vi_estas_germana_civitanino,Ĉu vi estas germana civitanino?,ok,149324,149324
phrase,947,0792_cxu_li_estas_slovako_aux_belaruso,Ĉu li estas slovako aŭ belaruso?,ok,149564,149564
phrase,948,0793_li_estas_el_tajvano,Li estas el Tajvano,ok,92204,92204
phrase,949,0794_mi_ne_estas_auxstralianino,Mi ne estas aŭstralianino,ok,116684,116684
phrase,950,0795_kiam_estas_via_naskigxtago,Kiam estas via naskiĝtago?,ok,131804,131804
phrase,951,0796_gxi_estas_la_14_a_de_junio,Ĝi estas la 14-a de junio,ok,134684,134684
phrase,952,0797_al_kiu_religio_vi_apartenas,Al kiu religio vi apartenas?,ok,139004,139004
phrase,953,0798_mi_estas_kristanino,Mi estas kristanino,ok,97724,97724
phrase,954,0799_mi_estas_islamanino,Mi estas islamanino,ok,95324,95324
phrase,955,0800_mi_estas_hinduistino,Mi estas hinduistino,ok,101564,101564
phrase,956,0801_mi_estas_budhano,Mi estas budhano,ok,84524,84524
phrase,957,0802_mi_estas_sihxo,Mi estas siĥo,ok,74924,74924
phrase,958,0803_mi_estas_protestantino,Mi estas protestantino,ok,109484,109484
phrase,959,0804_cxu_vi_kredas_je_dio,Ĉu vi kredas je Dio?,ok,91964,91964
phrase,960,0805_mi_ne_estas_religia,Mi ne estas religia,ok,96284,96284
phrase,961,0806_kie_mi_povas_pregxi,Kie mi povas preĝi?,ok,88604,88604
phrase,962,0807_kiam_vi_naskigxis,Kiam vi naskiĝis?,ok,94124,94124
phrase,963,0808_mi_naskigxis_en_1992,Mi naskiĝis en 1992,ok,174044,174044
phrase,964,0809_mia_naskigxtago_estas_la_9_a_de_februaro,Mia naskiĝtago estas la 9-a de februaro,ok,181964,181964
phrase,965,0810_cxu_via_frato_estas_pli_agxa_ol_vi,Ĉu via frato estas pli aĝa ol vi?,ok,143324,143324
phrase,966,0811_ili_havas_ses_kaj_ok_jarojn,Ili havas ses kaj ok jarojn,ok,125324,125324
phrase,967,0812_kie_vi_naskigxis,Kie vi naskiĝis?,ok,88604,88604
phrase,968,0813_mi_naskigxis_en_kolombio,Mi naskiĝis en Kolombio,ok,108524,108524
phrase,969,0814_el_kiu_lando_vi_estas,El kiu lando vi estas?,ok,110204,110204
phrase,970,0815_ni_estas_el_svedio,Ni estas el Svedio,ok,88844,88844
phrase,971,0816_sxi_estas_el_israelo,Ŝi estas el Israelo,ok,99164,99164
phrase,972,0817_mi_devenas_el_budapesxto_sed_nun_mi_logxas_en_kairo,"Mi devenas el Budapeŝto, sed nun mi loĝas en Kairo",ok,219404,219404
phrase,973,0818_cxu_via_edzo_ankaux_estas_el_belgrado,Ĉu via edzo ankaŭ estas el Belgrado?,ok,153404,153404
phrase,974,0819_el_kiu_parto_de_kroatio_vi_devenas,El kiu parto de Kroatio vi devenas?,ok,161324,161324
phrase,975,0820_mi_naskigxis_en_argentino_sed_kreskis_en_anglio,"Mi naskiĝis en Argentino, sed kreskis en Anglio",ok,220364,220364
phrase,976,0821_ni_estas_civitanoj_de_maroko,Ni estas civitanoj de Maroko,ok,134204,134204
phrase,977,0822_mi_ricevis_singapuran_civitanecon,Mi ricevis singapuran civitanecon,ok,155804,155804
phrase,978,0823_cxu_estas_pregxejo_proksime_de_cxi_tie,Ĉu estas preĝejo proksime de ĉi tie?,ok,162524,162524
phrase,979,0824_cxu_estas_templo_proksime_de_cxi_tie,Ĉu estas templo proksime de ĉi tie?,ok,150524,150524
phrase,980,0825_cxu_estas_moskeo_proksime_de_cxi_tie,Ĉu estas moskeo proksime de ĉi tie?,ok,158924,158924
phrase,981,0826_cxu_estas_sinagogo_proksime_de_cxi_tie,Ĉu estas sinagogo proksime de ĉi tie?,ok,169964,169964
phrase,982,0827_mi_estas_ateisto,Mi estas ateisto,ok,88364,88364
phrase,983,0828_mi_estas_fiancxigxinta,Mi estas fianĉiĝinta,ok,104924,104924
phrase,984,0829_mi_estas_edzinigxinta,Mi estas edziniĝinta,ok,102764,102764
phrase,985,0830_mi_ne_havas_infanojn,Mi ne havas infanojn,ok,102044,102044
phrase,986,0831_tio_estas_mia_frato,Tio estas mia frato,ok,101804,101804
phrase,987,0832_li_estas_mia_kuzo,Li estas mia kuzo,ok,89804,89804
phrase,988,0833_tio_estas_sxia_fratino,Tio estas ŝia fratino,ok,108284,108284
phrase,989,0834_tio_estas_mia_edzo,Tio estas mia edzo,ok,94844,94844
phrase,990,0835_cxu_vi_edzinigxis,Ĉu vi edziniĝis?,ok,90044,90044
phrase,991,0836_ne_mi_estas_frauxla,"Ne, mi estas fraŭla",ok,99164,99164
phrase,992,0837_li_estas_divorcigxinta,Li estas divorciĝinta,ok,108524,108524
phrase,993,0838_sxi_estas_vidvino,Ŝi estas vidvino,ok,82124,82124
phrase,994,0839_li_estas_vidvo,Li estas vidvo,ok,68924,68924
phrase,995,0840_cxu_vi_havas_koramikon,Ĉu vi havas koramikon?,ok,102764,102764
phrase,996,0841_jes_fakte_mi_estas_fiancxino,"Jes. Fakte, mi estas fianĉino",ok,172124,172124
phrase,997,0842_mi_disigxis,Mi disiĝis,ok,65804,65804
phrase,998,0843_li_estas_en_rilato,Li estas en rilato,ok,91724,91724
phrase,999,0844_cxu_vi_havas_infanojn,Ĉu vi havas infanojn?,ok,105164,105164
phrase,1000,0845_jes_mi_havas_tri_infanojn,"Jes, mi havas tri infanojn",ok,131564,131564
phrase,1001,0846_jes_mi_havas_novnaskitan_bebon,"Jes, mi havas novnaskitan bebon",ok,150764,150764
phrase,1002,0847_mi_havas_gxemelojn,Mi havas ĝemelojn,ok,86924,86924
phrase,1003,0848_mi_estas_graveda,Mi estas graveda,ok,82604,82604
phrase,1004,0849_cxu_cxi_tiu_viro_estas_via_proksima_parenco,Ĉu ĉi tiu viro estas via proksima parenco?,ok,183884,183884
phrase,1005,0850_tio_estas_lia_patro,Tio estas lia patro,ok,97244,97244
phrase,1006,0851_cxu_vi_estas_amiko_de_danielo,Ĉu vi estas amiko de Danielo?,ok,134204,134204
phrase,1007,0852_cxu_vi_havas_koramikinon,Ĉu vi havas koramikinon?,ok,113084,113084
phrase,1008,0853_jes_mi_rendevuas_kun_iu,"Jes, mi rendevuas kun iu",ok,118844,118844
phrase,1009,0854_kiom_da_infanoj_vi_havas,Kiom da infanoj vi havas?,ok,129884,129884
phrase,1010,0855_ni_havas_du_filojn_kaj_filinon,Ni havas du filojn kaj filinon,ok,133244,133244
phrase,1011,0856_jes_mi_havas_knabon_kaj_knabinon,"Jes, mi havas knabon kaj knabinon",ok,158684,158684
phrase,1012,0857_cxu_viaj_infanoj_estas_kun_vi,Ĉu viaj infanoj estas kun vi?,ok,131804,131804
phrase,1013,0858_cxu_vi_havas_fratojn_aux_fratinojn,Ĉu vi havas fratojn aŭ fratinojn?,ok,150524,150524
phrase,1014,0859_jes_mi_havas_du_fratojn,"Jes, mi havas du fratojn",ok,123884,123884
phrase,1015,0860_jes_mi_havas_pli_junan_fratinon,"Jes, mi havas pli junan fratinon",ok,153644,153644
phrase,1016,0861_jes_mi_havas_unu_fraton_kaj_du_fratinojn,"Jes, mi havas unu fraton kaj du fratinojn",ok,188684,188684
phrase,1017,0862_jes_mi_havas_pli_agxan_fraton,"Jes, mi havas pli aĝan fraton",ok,140924,140924
phrase,1018,0863_ne_mi_estas_solinfano,"Ne, mi estas solinfano",ok,115484,115484
phrase,1019,0864_cxu_viaj_geavoj_ankoraux_vivas,Ĉu viaj geavoj ankoraŭ vivas?,ok,140924,140924
phrase,1020,0865_cxu_vi_havas_genepojn,Ĉu vi havas genepojn?,ok,99644,99644
phrase,1021,0866_jes_unu_nepo_kaj_du_nepinoj,"Jes, unu nepo kaj du nepinoj",ok,125804,125804
phrase,1022,0867_mi_estas_viro,Mi estas viro,ok,64604,64604
phrase,1023,0868_mi_estas_virino,Mi estas virino,ok,75164,75164
phrase,1024,0869_sxi_estas_bela,Ŝi estas bela,ok,70604,70604
phrase,1025,0870_vi_estas_tre_cxarma,Vi estas tre ĉarma,ok,86204,86204
phrase,1026,0871_li_estas_bonsxanculo,Li estas bonŝanculo,ok,98924,98924
phrase,1027,0872_li_similas_al_mi,Li similas al mi,ok,74444,74444
phrase,1028,0873_li_portas_okulvitrojn,Li portas okulvitrojn,ok,101324,101324
phrase,1029,0874_kia_estas_emma,Kia estas Emma?,ok,77084,77084
phrase,1030,0875_sxi_estas_tre_timida,Ŝi estas tre timida,ok,93164,93164
phrase,1031,0876_li_estas_tre_fama,Li estas tre fama,ok,84764,84764
phrase,1032,0877_vi_estas_tre_sagxa,Vi estas tre saĝa,ok,85724,85724
phrase,1033,0878_kiel_alta_vi_estas,Kiel alta vi estas?,ok,101804,101804
phrase,1034,0879_kiel_li_aspektas,Kiel li aspektas?,ok,96044,96044
phrase,1035,0880_li_estas_juna_malalta_kaj_bela,"Li estas juna, malalta kaj bela",ok,155564,155564
phrase,1036,0881_li_aspektas_pli_maljuna,Li aspektas pli maljuna,ok,107564,107564
phrase,1037,0882_sxi_havas_blondajn_harojn,Ŝi havas blondajn harojn,ok,113084,113084
phrase,1038,0883_kia_homo_li_estas,Kia homo li estas?,ok,102284,102284
phrase,1039,0884_li_estas_tre_gxena,Li estas tre ĝena,ok,81884,81884
phrase,1040,0885_sxi_estas_honesta_persono,Ŝi estas honesta persono,ok,121484,121484
phrase,1041,0886_sxi_estas_pli_inteligenta_ol_li,Ŝi estas pli inteligenta ol li,ok,132284,132284
phrase,1042,0887_vi_aspektas_tiel_juna,Vi aspektas tiel juna,ok,101324,101324
phrase,1043,0888_vi_aspektas_bone,Vi aspektas bone,ok,84524,84524
phrase,1044,0889_mi_uzas_miajn_okulojn_por_vidi,Mi uzas miajn okulojn por vidi,ok,141644,141644
phrase,1045,0890_mi_uzas_mian_nazon_por_flari,Mi uzas mian nazon por flari,ok,132044,132044
phrase,1046,0891_mi_havas_busxon_por_mangxi,Mi havas buŝon por manĝi,ok,117164,117164
phrase,1047,0892_mi_havas_du_orelojn_por_auxdi,Mi havas du orelojn por aŭdi,ok,126284,126284
phrase,1048,0893_mi_havas_langon_por_gustumi,Mi havas langon por gustumi,ok,126284,126284
phrase,1049,0894_mi_havas_du_piedojn_por_kuri,Mi havas du piedojn por kuri,ok,126764,126764
phrase,1050,0895_kiel_aspektas_via_pli_juna_fratino,Kiel aspektas via pli juna fratino?,ok,161564,161564
phrase,1051,0896_sxi_estas_alta_svelta_kaj_bela,"Ŝi estas alta, svelta kaj bela",ok,147404,147404
phrase,1052,0897_sxi_havas_buklajn_rufajn_harojn,Ŝi havas buklajn rufajn harojn,ok,138284,138284
phrase,1053,0898_sxi_havas_cxarman_rideton,Ŝi havas ĉarman rideton,ok,115964,115964
phrase,1054,0899_sxi_estas_scivolema_persono,Ŝi estas scivolema persono,ok,133724,133724
phrase,1055,0900_vi_similas_al_mia_fratino,Vi similas al mia fratino,ok,115964,115964
phrase,1056,0901_kiom_bone_vi_konas_lin,Kiom bone vi konas lin?,ok,104444,104444
phrase,1057,0902_li_havas_nigrajn_harojn_kaj_verdajn_okulojn,Li havas nigrajn harojn kaj verdajn okulojn,ok,180524,180524
phrase,1058,0903_li_havas_mallongajn_harojn_grizajn_cxe_la_tempioj,"Li havas mallongajn harojn, grizajn ĉe la tempioj",ok,216764,216764
phrase,1059,0904_mia_frato_ankaux_estas_tre_kuragxa,Mia frato ankaŭ estas tre kuraĝa,ok,144764,144764
phrase,1060,0905_viaj_infanoj_estas_tre_bonkondutaj,Viaj infanoj estas tre bonkondutaj,ok,157004,157004
phrase,1061,0906_mi_zorge_elektas_miajn_amikojn,Mi zorge elektas miajn amikojn,ok,139004,139004
phrase,1062,0907_kien_ajn_mi_iras_la_homoj_estas_afablaj,"Kien ajn mi iras, la homoj estas afablaj",ok,189164,189164
phrase,1063,0908_mi_sxatas_vojagxi,Mi ŝatas vojaĝi,ok,85484,85484
phrase,1064,0909_mi_amas_iri_al_noktokluboj,Mi amas iri al noktokluboj,ok,121724,121724
phrase,1065,0910_mi_malamas_butikumi,Mi malamas butikumi,ok,98204,98204
phrase,1066,0911_kio_estas_via_hobio,Kio estas via hobio?,ok,104204,104204
phrase,1067,0912_mia_hobio_estas_fotografado,Mia hobio estas fotografado,ok,142364,142364
phrase,1068,0913_cxu_vi_sxatas_spekti_televidon,Ĉu vi ŝatas spekti televidon?,ok,138284,138284
phrase,1069,0914_ne_mi_sxatas_legi,"Ne, mi ŝatas legi",ok,92204,92204
phrase,1070,0915_mi_sxatas_kuiri,Mi ŝatas kuiri,ok,84044,84044
phrase,1071,0916_mi_sxatas_gxardenadon,Mi ŝatas ĝardenadon,ok,101564,101564
phrase,1072,0917_sxi_sxatas_promeni,Ŝi ŝatas promeni,ok,93164,93164
phrase,1073,0918_mi_amas_la_kinon,Mi amas la kinon,ok,81164,81164
phrase,1074,0919_mi_adoras_patkukojn,Mi adoras patkukojn,ok,98444,98444
phrase,1075,0920_mi_ne_sxatas_bruajn_drinkejojn,Mi ne ŝatas bruajn drinkejojn,ok,137804,137804
phrase,1076,0921_cxu_vi_kolektas_posxtmarkojn,Ĉu vi kolektas poŝtmarkojn?,ok,123164,123164
phrase,1077,0922_jes,Jes,ok,36524,36524
phrase,1078,0923_mi_multe_legas,Mi multe legas,ok,79004,79004
phrase,1079,0924_kion_vi_sxatas_fari_en_via_libera_tempo,Kion vi ŝatas fari en via libera tempo?,ok,174764,174764
phrase,1080,0925_mi_sxatas_auxskulti_muzikon,Mi ŝatas aŭskulti muzikon,ok,130124,130124
phrase,1081,0926_mi_sxatas_troti,Mi ŝatas troti,ok,80204,80204
phrase,1082,0927_mi_sxatas_spekti_televidon,Mi ŝatas spekti televidon,ok,125084,125084
phrase,1083,0928_mi_tre_sxatas_danci,Mi tre ŝatas danci,ok,94124,94124
phrase,1084,0929_mi_amas_eliri_kaj_amuzadi_min,Mi amas eliri kaj amuzadi min,ok,126764,126764
phrase,1085,0930_mi_kolektas_monerojn,Mi kolektas monerojn,ok,94844,94844
phrase,1086,0931_kion_vi_pensas_pri_hororaj_filmoj,Kion vi pensas pri hororaj filmoj?,ok,144044,144044
phrase,1087,0932_ili_ne_tre_placxas_al_mi,Ili ne tre plaĉas al mi,ok,96524,96524
phrase,1088,0933_mi_neniam_sxatis_golfon,Mi neniam ŝatis golfon,ok,108524,108524
phrase,1089,0934_mi_ne_povas_elteni_futbalon,Mi ne povas elteni futbalon,ok,126524,126524
phrase,1090,0935_cxu_vi_sxatas_bicikli,Ĉu vi ŝatas bicikli?,ok,111164,111164
phrase,1091,0936_surfado_estas_agrabla_cxu_ne,"Surfado estas agrabla, ĉu ne?",ok,145484,145484
phrase,1092,0937_cxu_vi_havas_dombestojn,Ĉu vi havas dombestojn?,ok,105404,105404
phrase,1093,0938_jes_mi_havas_hundon,"Jes, mi havas hundon",ok,105164,105164
phrase,1094,0939_mi_havas_hamstron,Mi havas hamstron,ok,88124,88124
phrase,1095,0940_mi_havas_hundon_kaj_du_katojn,Mi havas hundon kaj du katojn,ok,129404,129404
phrase,1096,0941_mia_fratino_havas_testudon,Mia fratino havas testudon,ok,127724,127724
phrase,1097,0942_kion_vi_plej_sxatas_fari,Kion vi plej ŝatas fari?,ok,116924,116924
phrase,1098,0943_mi_cxiam_sxatis_pentri_arbojn,Mi ĉiam ŝatis pentri arbojn,ok,126764,126764
phrase,1099,0944_mi_gxuas_labori_ekstere,Mi ĝuas labori ekstere,ok,110204,110204
phrase,1100,0945_tio_kion_mi_plej_gxuas_estas_verki_novelojn,"Tio, kion mi plej ĝuas, estas verki novelojn",ok,214604,214604
phrase,1101,0946_sxi_sxatas_la_odoron_de_kafo,Ŝi ŝatas la odoron de kafo,ok,129164,129164
phrase,1102,0947_mi_vere_malamas_picon,Mi vere malamas picon,ok,102764,102764
phrase,1103,0948_mi_pensas_ke_la_koncerto_estas_terura,"Mi pensas, ke la koncerto estas terura",ok,180764,180764
phrase,1104,0949_mi_ne_pensas_ke_piedirado_estas_agrabla,"Mi ne pensas, ke piedirado estas agrabla",ok,194204,194204
phrase,1105,0950_mi_abomenas_porti_kravaton,Mi abomenas porti kravaton,ok,123644,123644
phrase,1106,0951_mi_interesigxas_pri_fotografado,Mi interesiĝas pri fotografado,ok,147404,147404
phrase,1107,0952_sxi_interesigxas_pri_lingvoj,Ŝi interesiĝas pri lingvoj,ok,117404,117404
phrase,1108,0953_li_interesigxas_pri_historio,Li interesiĝas pri historio,ok,130364,130364
phrase,1109,0954_li_ne_sxatas_noktoklubojn,Li ne ŝatas noktoklubojn,ok,122684,122684
phrase,1110,0955_mi_sxatus_vidi_modprezentadon,Mi ŝatus vidi modprezentadon,ok,135404,135404
phrase,1111,0956_kiuj_estas_viaj_plej_sxatataj_filmosteluloj,Kiuj estas viaj plej ŝatataj filmosteluloj?,ok,194924,194924
phrase,1112,0957_cxi_tiu_aktoro_ne_estas_unu_el_miaj_plej_sxatataj,Ĉi tiu aktoro ne estas unu el miaj plej ŝatataj,ok,204764,204764
phrase,1113,0958_mi_ne_tre_entuziasmas_pri_cxi_tiu_filmo,Mi ne tre entuziasmas pri ĉi tiu filmo,ok,167324,167324
phrase,1114,0959_cxu_vi_lastatempe_legis_iujn_bonajn_librojn,Ĉu vi lastatempe legis iujn bonajn librojn?,ok,180044,180044
phrase,1115,0960_li_estas_fervora_leganto_de_sciencfikciaj_libroj,Li estas fervora leganto de sciencfikciaj libroj,ok,213884,213884
phrase,1116,0961_estas_nenio_kion_mi_malamas_pli_ol_mensogulon,"Estas nenio, kion mi malamas pli ol mensogulon",ok,219164,219164
phrase,1117,0962_venu_viziti_nin,Venu viziti nin,ok,78044,78044
phrase,1118,0963_ni_iru_nagxi,Ni iru naĝi,ok,62204,62204
phrase,1119,0964_aligxu_al_mi_por_tagmangxo,Aliĝu al mi por tagmanĝo,ok,116684,116684
phrase,1120,0965_cxu_vi_estas_libera_morgaux,Ĉu vi estas libera morgaŭ?,ok,110684,110684
phrase,1121,0966_cxu_iu_alia_venos,Ĉu iu alia venos?,ok,95564,95564
phrase,1122,0967_cxu_mi_povas_kunpreni_mian_amikon,Ĉu mi povas kunpreni mian amikon?,ok,146204,146204
phrase,1123,0968_cxu_ni_iru_trinki_ion,Ĉu ni iru trinki ion?,ok,104444,104444
phrase,1124,0969_cxu_vi_sxatus_aligxi_al_ni,Ĉu vi ŝatus aliĝi al ni?,ok,115964,115964
phrase,1125,0970_je_kioma_horo_ni_renkontigxu,Je kioma horo ni renkontiĝu?,ok,130844,130844
phrase,1126,0971_kie_ni_renkontigxu,Kie ni renkontiĝu?,ok,92444,92444
phrase,1127,0972_cxu_vi_jam_longe_estas_cxi_tie,Ĉu vi jam longe estas ĉi tie?,ok,128684,128684
phrase,1128,0973_cxu_vi_volas_veni_kun_mi,Ĉu vi volas veni kun mi?,ok,103244,103244
phrase,1129,0974_cxu_vi_jam_mangxis,Ĉu vi jam manĝis?,ok,90284,90284
phrase,1130,0975_ni_faru_kafpauxzon,Ni faru kafpaŭzon,ok,94124,94124
phrase,1131,0976_cxu_vi_sxatus_promeni,Ĉu vi ŝatus promeni?,ok,103004,103004
phrase,1132,0977_kiuj_estas_viaj_planoj_por_hodiaux,Kiuj estas viaj planoj por hodiaŭ?,ok,155804,155804
phrase,1133,0978_ni_iru_hodiaux_al_la_sauxno,Ni iru hodiaŭ al la saŭno,ok,114524,114524
phrase,1134,0979_ni_renkontigxu_je_la_oka,Ni renkontiĝu je la oka,ok,104924,104924
phrase,1135,0980_vi_venos_cxu_ne,"Vi venos, ĉu ne?",ok,80924,80924
phrase,1136,0981_cxu_vi_rememorigos_min,Ĉu vi rememorigos min?,ok,103244,103244
phrase,1137,0982_cxu_vi_atendis_longe,Ĉu vi atendis longe?,ok,93884,93884
phrase,1138,0983_kien_vi_volus_iri,Kien vi volus iri?,ok,86204,86204
phrase,1139,0984_mi_sxatus_iri_al_la_kinejo,Mi ŝatus iri al la kinejo,ok,117164,117164
phrase,1140,0985_cxu_vi_sxatus_eliri_hodiaux_vespere,Ĉu vi ŝatus eliri hodiaŭ vespere?,ok,152684,152684
phrase,1141,0986_cxu_vi_estas_libera_morgaux_vespere,Ĉu vi estas libera morgaŭ vespere?,ok,150044,150044
phrase,1142,0987_cxu_vi_havas_planojn_por_cxi_vespere,Ĉu vi havas planojn por ĉi-vespere?,ok,156044,156044
phrase,1143,0988_cxu_vi_cxeestos_ilian_geedzigxon,Ĉu vi ĉeestos ilian geedziĝon?,ok,142604,142604
phrase,1144,0989_cxu_vi_volas_iri_butikumi_kun_mi,Ĉu vi volas iri butikumi kun mi?,ok,135164,135164
phrase,1145,0990_cxu_vi_volas_iri_ien_dum_la_semajnfino,Ĉu vi volas iri ien dum la semajnfino?,ok,164204,164204
phrase,1146,0991_cxu_vi_havas_planojn_por_la_somero,Ĉu vi havas planojn por la somero?,ok,149564,149564
phrase,1147,0992_cxu_vi_dezirus_ion_mangxi,Ĉu vi dezirus ion manĝi?,ok,115724,115724
phrase,1148,0993_cxu_vi_volus_iri_trinki_post_la_laboro,Ĉu vi volus iri trinki post la laboro?,ok,163724,163724
phrase,1149,0994_cxu_vi_sxatus_spiri_fresxan_aeron,Ĉu vi ŝatus spiri freŝan aeron?,ok,146444,146444
phrase,1150,0995_kion_vi_sxatus_fari_hodiaux_vespere,Kion vi ŝatus fari hodiaŭ vespere?,ok,157004,157004
phrase,1151,0996_ni_sxatus_ke_vi_venu_al_nia_festo,"Ni ŝatus, ke vi venu al nia festo",ok,163244,163244
phrase,1152,0997_ni_renkontigxu_en_la_vestiblo,Ni renkontiĝu en la vestiblo,ok,122924,122924
phrase,1153,0998_ni_renkontigxu_antaux_la_hotelo,Ni renkontiĝu antaŭ la hotelo,ok,133484,133484
phrase,1154,0999_cxu_ni_povas_arangxi_tion_iom_pli_malfrue_ekzemple_je_la_16_a_horo,"Ĉu ni povas aranĝi tion iom pli malfrue, ekzemple je la 16-a horo?",ok,299324,299324
phrase,1155,1000_sciigu_min_se_vi_povos_veni,"Sciigu min, se vi povos veni",ok,139484,139484
phrase,1156,1001_sinjoroj_ni_povas_ludi_partion_de_golfo,"Sinjoroj, ni povas ludi partion de golfo",ok,192044,192044
phrase,1157,1002_certe,Certe,ok,46604,46604
phrase,1158,1003_pardonu_mi_ne_povas,"Pardonu, mi ne povas",ok,120284,120284
phrase,1159,1004_bone,Bone!,ok,35564,35564
phrase,1160,1005_sonas_bone,Sonas bone,ok,63404,63404
phrase,1161,1006_neniel,Neniel!,ok,47324,47324
phrase,1162,1007_jes_certe,"Jes, certe",ok,72524,72524
phrase,1163,1008_mi_ne_kontrauxas,Mi ne kontraŭas,ok,84524,84524
phrase,1164,1009_mi_estas_tro_laca,Mi estas tro laca,ok,89084,89084
phrase,1165,1010_jes_mi_estas_libera,"Jes, mi estas libera",ok,105164,105164
phrase,1166,1011_certe_ne,Certe ne!,ok,50684,50684
phrase,1167,1012_pardonu_mi_ne_povas_veni,"Pardonu, mi ne povas veni",ok,130604,130604
phrase,1168,1013_dankon_pro_via_invito,Dankon pro via invito,ok,102764,102764
phrase,1169,1014_kun_plezuro,Kun plezuro,ok,66524,66524
phrase,1170,1015_tio_estas_bona_ideo,Tio estas bona ideo,ok,95324,95324
phrase,1171,1016_gxi_estas_bona_plano,Ĝi estas bona plano,ok,93884,93884
phrase,1172,1017_gxis_revido_tie,Ĝis revido tie!,ok,77564,77564
phrase,1173,1018_mi_ne_havas_tempon,Mi ne havas tempon,ok,90044,90044
phrase,1174,1019_mi_havas_lecionojn,Mi havas lecionojn,ok,92924,92924
phrase,1175,1020_mi_devas_labori,Mi devas labori,ok,78764,78764
phrase,1176,1021_ni_havas_gastojn,Ni havas gastojn,ok,82844,82844
phrase,1177,1022_mi_devas_studi,Mi devas studi,ok,76844,76844
phrase,1178,1023_ne_mi_ne_estas_libera,"Ne, mi ne estas libera",ok,104204,104204
phrase,1179,1024_eble_venontfoje,Eble venontfoje,ok,81884,81884
phrase,1180,1025_mi_iomete_malfruigxas,Mi iomete malfruiĝas,ok,116444,116444
phrase,1181,1026_pardonu_sed_mi_ne_povas_akcepti_vian_inviton,"Pardonu, sed mi ne povas akcepti vian inviton",ok,215564,215564
phrase,1182,1027_tio_sonas_alloge,Tio sonas alloge,ok,89324,89324
phrase,1183,1028_ni_renkontigxos_tie,Ni renkontiĝos tie,ok,90044,90044
phrase,1184,1029_mi_estos_tie_post_dek_minutoj,Mi estos tie post dek minutoj,ok,128924,128924
phrase,1185,1030_mi_venos_preni_vin_je_la_5_a_horo,Mi venos preni vin je la 5-a horo,ok,140924,140924
phrase,1186,1031_mi_vidos_vin_en_la_kinejo_je_la_deka_horo,Mi vidos vin en la kinejo je la deka horo,ok,163484,163484
phrase,1187,1032_mi_estos_tie_je_la_nauxa_krom_se_la_buso_malfruos,"Mi estos tie je la naŭa, krom se la buso malfruos",ok,226124,226124
phrase,1188,1033_mi_ankoraux_ne_decidis,Mi ankoraŭ ne decidis,ok,109964,109964
phrase,1189,1034_mi_ne_interesigxas,Mi ne interesiĝas,ok,96524,96524
phrase,1190,1035_hodiaux_vespere_mi_restos_hejme,Hodiaŭ vespere mi restos hejme,ok,139244,139244
phrase,1191,1036_mi_terure_bedauxras_sed_mi_ne_pensas_ke_mi_povos,"Mi terure bedaŭras, sed mi ne pensas, ke mi povos",ok,235244,235244
phrase,1192,1037_bedauxrinde_mi_jam_havas_planojn,"Bedaŭrinde, mi jam havas planojn",ok,157484,157484
phrase,1193,1038_mi_ne_volas_gxeni_vin,Mi ne volas ĝeni vin,ok,90044,90044
phrase,1194,1039_mi_volus_sed_hodiaux_mi_laboras,"Mi volus, sed hodiaŭ mi laboras",ok,152444,152444
phrase,1195,1040_estus_tre_agrable_akcepti_lian_inviton,Estus tre agrable akcepti lian inviton,ok,173564,173564
phrase,1196,1041_mi_jam_promesis_renkontigxi_kun_sofia_hodiaux_vespere,Mi jam promesis renkontiĝi kun Sofia hodiaŭ vespere,ok,223484,223484
phrase,1197,1042_ne_dankon_mi_jam_mangxis,"Ne, dankon. Mi jam manĝis",ok,138284,138284
phrase,1198,1043_cxu_vi_estas_frauxla,Ĉu vi estas fraŭla?,ok,98684,98684
phrase,1199,1044_cxu_mi_povas_aligxi_al_vi,Ĉu mi povas aliĝi al vi?,ok,107804,107804
phrase,1200,1045_cxu_mi_povas_acxeti_trinkajxon_por_vi,Ĉu mi povas aĉeti trinkaĵon por vi?,ok,153404,153404
phrase,1201,1046_ni_mangxu_ekstere_hodiaux_vespere,Ni manĝu ekstere hodiaŭ vespere,ok,140924,140924
phrase,1202,1047_cxu_vi_estas_sola,Ĉu vi estas sola?,ok,89324,89324
phrase,1203,1048_cxu_vi_ofte_venas_cxi_tien,Ĉu vi ofte venas ĉi tien?,ok,117644,117644
phrase,1204,1049_cxu_vi_sxatus_iam_tagmangxi_kune,Ĉu vi ŝatus iam tagmanĝi kune?,ok,140204,140204
phrase,1205,1050_mi_sxatus_inviti_vin_al_vespermangxo,Mi ŝatus inviti vin al vespermanĝo,ok,154604,154604
phrase,1206,1051_kio_pri_hodiaux,Kio pri hodiaŭ?,ok,79004,79004
phrase,1207,1052_hm_mi_pensos_pri_tio,Hm. Mi pensos pri tio,ok,119324,119324
phrase,1208,1053_cxu_vi_renkontigxas_kun_iu,Ĉu vi renkontiĝas kun iu?,ok,117644,117644
phrase,1209,1054_cxu_gxenas_vin_se_mi_aligxos_al_vi,"Ĉu ĝenas vin, se mi aliĝos al vi?",ok,145484,145484
phrase,1210,1055_mi_regalos_vin_per_trinkajxo,Mi regalos vin per trinkaĵo,ok,126764,126764
